,Party Name,Total Winning,Constituency,Winning Candidate,Total Votes,Margin,State
1275,Indian National Congress - INC,1,Nabarangpur(12),BALABHADRA MAJHI,481396,87536,Odisha
1276,Indian National Congress - INC,1,Kandhamal(13),SUKANTA KUMAR PANIGRAHI,416415,21371,Odisha
1277,Indian National Congress - INC,1,Cuttack(14),BHARTRUHARI MAHTAB,531601,57077,Odisha
1278,Indian National Congress - INC,1,Kendrapara(15),BAIJAYANT PANDA,615705,66536,Odisha
1279,Indian National Congress - INC,1,Jagatsinghpur(16),BIBHU PRASAD TARAI,589093,40696,Odisha
1280,Indian National Congress - INC,1,Puri(17),SAMBIT PATRA,629330,104709,Odisha
1281,Indian National Congress - INC,1,Bhubaneswar(18),APARAJITA SARANGI,512519,35152,Odisha
1282,Indian National Congress - INC,1,Aska(19),ANITA SUBHADARSHINI,494226,99974,Odisha
1283,Indian National Congress - INC,1,Berhampur(20),DR. PRADEEP KUMAR PANIGRAHY,513102,165476,Odisha
1284,Indian National Congress - INC,1,Koraput(21),SAPTAGIRI SANKAR ULAKA,471393,147744,Odisha
1285,Indian National Congress - INC,1,PUDUCHERRY(1),VE VAITHILINGAM,426005,136516,Puducherry
1286,Indian National Congress - INC,7,Gurdaspur(1),SUKHJINDER SINGH RANDHAWA,364043,82861,Punjab
1287,Indian National Congress - INC,7,Amritsar(2),GURJEET SINGH AUJLA,255181,40301,Punjab
1288,Indian National Congress - INC,7,Jalandhar(4),CHARANJIT SINGH CHANNI,390053,175993,Punjab
1289,Indian National Congress - INC,7,Ludhiana(7),AMRINDER SINGH RAJA WARRING,322224,20942,Punjab
1290,Indian National Congress - INC,7,Fatehgarh Sahib(8),AMAR SINGH,332591,34202,Punjab
1291,Indian National Congress - INC,7,Firozpur(10),SHER SINGH GHUBAYA,266626,3242,Punjab
1292,Indian National Congress - INC,7,Patiala(13),DR DHARAMVIRA GANDHI,305616,14831,Punjab
1293,Indian National Congress - INC,7,Hoshiarpur(5),DR. RAJ KUMAR CHABBEWAL,303859,44111,Punjab
1294,Indian National Congress - INC,7,Anandpur Sahib(6),MALVINDER SINGH KANG,313217,10846,Punjab
1295,Indian National Congress - INC,7,Sangrur(12),GURMEET SINGH MEET HAYER,364085,172560,Punjab
1296,Indian National Congress - INC,7,Bathinda(11),HARSIMRAT KAUR BADAL,376558,49656,Punjab
1297,Indian National Congress - INC,7,Khadoor Sahib(3),AMRITPAL SINGH,404430,197120,Punjab
1298,Indian National Congress - INC,7,Faridkot(9),SARABJEET SINGH KHALSA,298062,70053,Punjab
1299,Aam Aadmi Party - AAAP,3,Gurdaspur(1),SUKHJINDER SINGH RANDHAWA,364043,82861,Punjab
1300,Aam Aadmi Party - AAAP,3,Amritsar(2),GURJEET SINGH AUJLA,255181,40301,Punjab
1301,Aam Aadmi Party - AAAP,3,Jalandhar(4),CHARANJIT SINGH CHANNI,390053,175993,Punjab
1302,Aam Aadmi Party - AAAP,3,Ludhiana(7),AMRINDER SINGH RAJA WARRING,322224,20942,Punjab
1303,Aam Aadmi Party - AAAP,3,Fatehgarh Sahib(8),AMAR SINGH,332591,34202,Punjab
1304,Aam Aadmi Party - AAAP,3,Firozpur(10),SHER SINGH GHUBAYA,266626,3242,Punjab
1305,Aam Aadmi Party - AAAP,3,Patiala(13),DR DHARAMVIRA GANDHI,305616,14831,Punjab
1306,Aam Aadmi Party - AAAP,3,Hoshiarpur(5),DR. RAJ KUMAR CHABBEWAL,303859,44111,Punjab
1307,Aam Aadmi Party - AAAP,3,Anandpur Sahib(6),MALVINDER SINGH KANG,313217,10846,Punjab
1308,Aam Aadmi Party - AAAP,3,Sangrur(12),GURMEET SINGH MEET HAYER,364085,172560,Punjab
1309,Aam Aadmi Party - AAAP,3,Bathinda(11),HARSIMRAT KAUR BADAL,376558,49656,Punjab
1310,Aam Aadmi Party - AAAP,3,Khadoor Sahib(3),AMRITPAL SINGH,404430,197120,Punjab
1311,Aam Aadmi Party - AAAP,3,Faridkot(9),SARABJEET SINGH KHALSA,298062,70053,Punjab
1312,Shiromani Akali Dal - SAD,1,Gurdaspur(1),SUKHJINDER SINGH RANDHAWA,364043,82861,Punjab
1313,Shiromani Akali Dal - SAD,1,Amritsar(2),GURJEET SINGH AUJLA,255181,40301,Punjab
1314,Shiromani Akali Dal - SAD,1,Jalandhar(4),CHARANJIT SINGH CHANNI,390053,175993,Punjab
1315,Shiromani Akali Dal - SAD,1,Ludhiana(7),AMRINDER SINGH RAJA WARRING,322224,20942,Punjab
1316,Shiromani Akali Dal - SAD,1,Fatehgarh Sahib(8),AMAR SINGH,332591,34202,Punjab
1317,Shiromani Akali Dal - SAD,1,Firozpur(10),SHER SINGH GHUBAYA,266626,3242,Punjab
1318,Shiromani Akali Dal - SAD,1,Patiala(13),DR DHARAMVIRA GANDHI,305616,14831,Punjab
1319,Shiromani Akali Dal - SAD,1,Hoshiarpur(5),DR. RAJ KUMAR CHABBEWAL,303859,44111,Punjab
1320,Shiromani Akali Dal - SAD,1,Anandpur Sahib(6),MALVINDER SINGH KANG,313217,10846,Punjab
1321,Shiromani Akali Dal - SAD,1,Sangrur(12),GURMEET SINGH MEET HAYER,364085,172560,Punjab
1322,Shiromani Akali Dal - SAD,1,Bathinda(11),HARSIMRAT KAUR BADAL,376558,49656,Punjab
1323,Shiromani Akali Dal - SAD,1,Khadoor Sahib(3),AMRITPAL SINGH,404430,197120,Punjab
1324,Shiromani Akali Dal - SAD,1,Faridkot(9),SARABJEET SINGH KHALSA,298062,70053,Punjab
1325,Independent - IND,2,Gurdaspur(1),SUKHJINDER SINGH RANDHAWA,364043,82861,Punjab
1326,Independent - IND,2,Amritsar(2),GURJEET SINGH AUJLA,255181,40301,Punjab
1327,Independent - IND,2,Jalandhar(4),CHARANJIT SINGH CHANNI,390053,175993,Punjab
1328,Independent - IND,2,Ludhiana(7),AMRINDER SINGH RAJA WARRING,322224,20942,Punjab
1329,Independent - IND,2,Fatehgarh Sahib(8),AMAR SINGH,332591,34202,Punjab
1330,Independent - IND,2,Firozpur(10),SHER SINGH GHUBAYA,266626,3242,Punjab
1331,Independent - IND,2,Patiala(13),DR DHARAMVIRA GANDHI,305616,14831,Punjab
1332,Independent - IND,2,Hoshiarpur(5),DR. RAJ KUMAR CHABBEWAL,303859,44111,Punjab
1333,Independent - IND,2,Anandpur Sahib(6),MALVINDER SINGH KANG,313217,10846,Punjab
1334,Independent - IND,2,Sangrur(12),GURMEET SINGH MEET HAYER,364085,172560,Punjab
1335,Independent - IND,2,Bathinda(11),HARSIMRAT KAUR BADAL,376558,49656,Punjab
1336,Independent - IND,2,Khadoor Sahib(3),AMRITPAL SINGH,404430,197120,Punjab
1337,Independent - IND,2,Faridkot(9),SARABJEET SINGH KHALSA,298062,70053,Punjab
1338,Bharatiya Janata Party - BJP,14,BIKANER (2),ARJUN RAM MEGHWAL,566737,55711,Rajasthan
1339,Bharatiya Janata Party - BJP,14,JAIPUR RURAL(6),RAO RAJENDRA SINGH,617877,1615,Rajasthan
1340,Bharatiya Janata Party - BJP,14,JAIPUR(7),MANJU SHARMA,886850,331767,Rajasthan
1341,Bharatiya Janata Party - BJP,14,ALWAR(8),BHUPENDER YADAV,631992,48282,Rajasthan
1342,Bharatiya Janata Party - BJP,14,AJMER (13),BHAGIRATH CHOUDHARY,747462,329991,Rajasthan
1343,Bharatiya Janata Party - BJP,14,PALI(15),P. P. CHAUDHARY,757389,245351,Rajasthan
1344,Bharatiya Janata Party - BJP,14,JODHPUR(16),GAJENDRA SINGH SHEKHAWAT,730056,115677,Rajasthan
1345,Bharatiya Janata Party - BJP,14,JALORE (18),LUMBARAM,796783,201543,Rajasthan
1346,Bharatiya Janata Party - BJP,14,UDAIPUR (19),MANNA LAL RAWAT,738286,261608,Rajasthan
1347,Bharatiya Janata Party - BJP,14,CHITTORGARH(21),CHANDRA PRAKASH JOSHI,888202,389877,Rajasthan
1348,Bharatiya Janata Party - BJP,14,RAJSAMAND(22),MAHIMA KUMARI MEWAR,781203,392223,Rajasthan
1349,Bharatiya Janata Party - BJP,14,BHILWARA(23),DAMODAR AGARWAL,807640,354606,Rajasthan
1350,Bharatiya Janata Party - BJP,14,KOTA(24),OM BIRLA,750496,41974,Rajasthan
1351,Bharatiya Janata Party - BJP,14,JHALAWAR-BARAN(25),DUSHYANT SINGH,865376,370989,Rajasthan
1352,Bharatiya Janata Party - BJP,14,GANGANAGAR (1),KULDEEP INDORA,726492,88153,Rajasthan
1353,Bharatiya Janata Party - BJP,14,CHURU(3),RAHUL KASWAN,728211,72737,Rajasthan
1354,Bharatiya Janata Party - BJP,14,JHUNJHUNU     (4),BRIJENDRA SINGH OLA,553168,18235,Rajasthan
1355,Bharatiya Janata Party - BJP,14,BHARATPUR (9),SANJNA JATAV,579890,51983,Rajasthan
1356,Bharatiya Janata Party - BJP,14,KARAULI-DHOLPUR (10),BHAJAN LAL JATAV,530011,98945,Rajasthan
1357,Bharatiya Janata Party - BJP,14,DAUSA (11),MURARI LAL MEENA,646266,237340,Rajasthan
1358,Bharatiya Janata Party - BJP,14,TONK-SAWAI MADHOPUR (12),HARISH CHANDRA MEENA,623763,64949,Rajasthan
1359,Bharatiya Janata Party - BJP,14,BARMER(17),UMMEDA RAM BENIWAL,704676,118176,Rajasthan
1360,Bharatiya Janata Party - BJP,14,SIKAR(5),AMRARAM,659300,72896,Rajasthan
1361,Bharatiya Janata Party - BJP,14,NAGAUR(14),HANUMAN BENIWAL,596955,42225,Rajasthan
1362,Bharatiya Janata Party - BJP,14,BANSWARA (20),RAJ KUMAR ROAT,820831,247054,Rajasthan
1363,Indian National Congress - INC,8,BIKANER (2),ARJUN RAM MEGHWAL,566737,55711,Rajasthan
1364,Indian National Congress - INC,8,JAIPUR RURAL(6),RAO RAJENDRA SINGH,617877,1615,Rajasthan
1365,Indian National Congress - INC,8,JAIPUR(7),MANJU SHARMA,886850,331767,Rajasthan
1366,Indian National Congress - INC,8,ALWAR(8),BHUPENDER YADAV,631992,48282,Rajasthan
1367,Indian National Congress - INC,8,AJMER (13),BHAGIRATH CHOUDHARY,747462,329991,Rajasthan
1368,Indian National Congress - INC,8,PALI(15),P. P. CHAUDHARY,757389,245351,Rajasthan
1369,Indian National Congress - INC,8,JODHPUR(16),GAJENDRA SINGH SHEKHAWAT,730056,115677,Rajasthan
1370,Indian National Congress - INC,8,JALORE (18),LUMBARAM,796783,201543,Rajasthan
1371,Indian National Congress - INC,8,UDAIPUR (19),MANNA LAL RAWAT,738286,261608,Rajasthan
1372,Indian National Congress - INC,8,CHITTORGARH(21),CHANDRA PRAKASH JOSHI,888202,389877,Rajasthan
1373,Indian National Congress - INC,8,RAJSAMAND(22),MAHIMA KUMARI MEWAR,781203,392223,Rajasthan
1374,Indian National Congress - INC,8,BHILWARA(23),DAMODAR AGARWAL,807640,354606,Rajasthan
1375,Indian National Congress - INC,8,KOTA(24),OM BIRLA,750496,41974,Rajasthan
1376,Indian National Congress - INC,8,JHALAWAR-BARAN(25),DUSHYANT SINGH,865376,370989,Rajasthan
1377,Indian National Congress - INC,8,GANGANAGAR (1),KULDEEP INDORA,726492,88153,Rajasthan
1378,Indian National Congress - INC,8,CHURU(3),RAHUL KASWAN,728211,72737,Rajasthan
1379,Indian National Congress - INC,8,JHUNJHUNU     (4),BRIJENDRA SINGH OLA,553168,18235,Rajasthan
1380,Indian National Congress - INC,8,BHARATPUR (9),SANJNA JATAV,579890,51983,Rajasthan
1381,Indian National Congress - INC,8,KARAULI-DHOLPUR (10),BHAJAN LAL JATAV,530011,98945,Rajasthan
1382,Indian National Congress - INC,8,DAUSA (11),MURARI LAL MEENA,646266,237340,Rajasthan
1383,Indian National Congress - INC,8,TONK-SAWAI MADHOPUR (12),HARISH CHANDRA MEENA,623763,64949,Rajasthan
1384,Indian National Congress - INC,8,BARMER(17),UMMEDA RAM BENIWAL,704676,118176,Rajasthan
1385,Indian National Congress - INC,8,SIKAR(5),AMRARAM,659300,72896,Rajasthan
1386,Indian National Congress - INC,8,NAGAUR(14),HANUMAN BENIWAL,596955,42225,Rajasthan
1387,Indian National Congress - INC,8,BANSWARA (20),RAJ KUMAR ROAT,820831,247054,Rajasthan
1388,Communist Party of India  (Marxist) - CPI(M),1,BIKANER (2),ARJUN RAM MEGHWAL,566737,55711,Rajasthan
1389,Communist Party of India  (Marxist) - CPI(M),1,JAIPUR RURAL(6),RAO RAJENDRA SINGH,617877,1615,Rajasthan
1390,Communist Party of India  (Marxist) - CPI(M),1,JAIPUR(7),MANJU SHARMA,886850,331767,Rajasthan
1391,Communist Party of India  (Marxist) - CPI(M),1,ALWAR(8),BHUPENDER YADAV,631992,48282,Rajasthan
1392,Communist Party of India  (Marxist) - CPI(M),1,AJMER (13),BHAGIRATH CHOUDHARY,747462,329991,Rajasthan
1393,Communist Party of India  (Marxist) - CPI(M),1,PALI(15),P. P. CHAUDHARY,757389,245351,Rajasthan
1394,Communist Party of India  (Marxist) - CPI(M),1,JODHPUR(16),GAJENDRA SINGH SHEKHAWAT,730056,115677,Rajasthan
1395,Communist Party of India  (Marxist) - CPI(M),1,JALORE (18),LUMBARAM,796783,201543,Rajasthan
1396,Communist Party of India  (Marxist) - CPI(M),1,UDAIPUR (19),MANNA LAL RAWAT,738286,261608,Rajasthan
1397,Communist Party of India  (Marxist) - CPI(M),1,CHITTORGARH(21),CHANDRA PRAKASH JOSHI,888202,389877,Rajasthan
1398,Communist Party of India  (Marxist) - CPI(M),1,RAJSAMAND(22),MAHIMA KUMARI MEWAR,781203,392223,Rajasthan
1399,Communist Party of India  (Marxist) - CPI(M),1,BHILWARA(23),DAMODAR AGARWAL,807640,354606,Rajasthan
1400,Communist Party of India  (Marxist) - CPI(M),1,KOTA(24),OM BIRLA,750496,41974,Rajasthan
1401,Communist Party of India  (Marxist) - CPI(M),1,JHALAWAR-BARAN(25),DUSHYANT SINGH,865376,370989,Rajasthan
1402,Communist Party of India  (Marxist) - CPI(M),1,GANGANAGAR (1),KULDEEP INDORA,726492,88153,Rajasthan
1403,Communist Party of India  (Marxist) - CPI(M),1,CHURU(3),RAHUL KASWAN,728211,72737,Rajasthan
1404,Communist Party of India  (Marxist) - CPI(M),1,JHUNJHUNU     (4),BRIJENDRA SINGH OLA,553168,18235,Rajasthan
1405,Communist Party of India  (Marxist) - CPI(M),1,BHARATPUR (9),SANJNA JATAV,579890,51983,Rajasthan
1406,Communist Party of India  (Marxist) - CPI(M),1,KARAULI-DHOLPUR (10),BHAJAN LAL JATAV,530011,98945,Rajasthan
1407,Communist Party of India  (Marxist) - CPI(M),1,DAUSA (11),MURARI LAL MEENA,646266,237340,Rajasthan
1408,Communist Party of India  (Marxist) - CPI(M),1,TONK-SAWAI MADHOPUR (12),HARISH CHANDRA MEENA,623763,64949,Rajasthan
1409,Communist Party of India  (Marxist) - CPI(M),1,BARMER(17),UMMEDA RAM BENIWAL,704676,118176,Rajasthan
1410,Communist Party of India  (Marxist) - CPI(M),1,SIKAR(5),AMRARAM,659300,72896,Rajasthan
1411,Communist Party of India  (Marxist) - CPI(M),1,NAGAUR(14),HANUMAN BENIWAL,596955,42225,Rajasthan
1412,Communist Party of India  (Marxist) - CPI(M),1,BANSWARA (20),RAJ KUMAR ROAT,820831,247054,Rajasthan
1413,Rashtriya Loktantrik Party - RLTP,1,BIKANER (2),ARJUN RAM MEGHWAL,566737,55711,Rajasthan
1414,Rashtriya Loktantrik Party - RLTP,1,JAIPUR RURAL(6),RAO RAJENDRA SINGH,617877,1615,Rajasthan
1415,Rashtriya Loktantrik Party - RLTP,1,JAIPUR(7),MANJU SHARMA,886850,331767,Rajasthan
1416,Rashtriya Loktantrik Party - RLTP,1,ALWAR(8),BHUPENDER YADAV,631992,48282,Rajasthan
1417,Rashtriya Loktantrik Party - RLTP,1,AJMER (13),BHAGIRATH CHOUDHARY,747462,329991,Rajasthan
1418,Rashtriya Loktantrik Party - RLTP,1,PALI(15),P. P. CHAUDHARY,757389,245351,Rajasthan
1419,Rashtriya Loktantrik Party - RLTP,1,JODHPUR(16),GAJENDRA SINGH SHEKHAWAT,730056,115677,Rajasthan
1420,Rashtriya Loktantrik Party - RLTP,1,JALORE (18),LUMBARAM,796783,201543,Rajasthan
1421,Rashtriya Loktantrik Party - RLTP,1,UDAIPUR (19),MANNA LAL RAWAT,738286,261608,Rajasthan
1422,Rashtriya Loktantrik Party - RLTP,1,CHITTORGARH(21),CHANDRA PRAKASH JOSHI,888202,389877,Rajasthan
1423,Rashtriya Loktantrik Party - RLTP,1,RAJSAMAND(22),MAHIMA KUMARI MEWAR,781203,392223,Rajasthan
1424,Rashtriya Loktantrik Party - RLTP,1,BHILWARA(23),DAMODAR AGARWAL,807640,354606,Rajasthan
1425,Rashtriya Loktantrik Party - RLTP,1,KOTA(24),OM BIRLA,750496,41974,Rajasthan
1426,Rashtriya Loktantrik Party - RLTP,1,JHALAWAR-BARAN(25),DUSHYANT SINGH,865376,370989,Rajasthan
1427,Rashtriya Loktantrik Party - RLTP,1,GANGANAGAR (1),KULDEEP INDORA,726492,88153,Rajasthan
1428,Rashtriya Loktantrik Party - RLTP,1,CHURU(3),RAHUL KASWAN,728211,72737,Rajasthan
1429,Rashtriya Loktantrik Party - RLTP,1,JHUNJHUNU     (4),BRIJENDRA SINGH OLA,553168,18235,Rajasthan
1430,Rashtriya Loktantrik Party - RLTP,1,BHARATPUR (9),SANJNA JATAV,579890,51983,Rajasthan
1431,Rashtriya Loktantrik Party - RLTP,1,KARAULI-DHOLPUR (10),BHAJAN LAL JATAV,530011,98945,Rajasthan
1432,Rashtriya Loktantrik Party - RLTP,1,DAUSA (11),MURARI LAL MEENA,646266,237340,Rajasthan
1433,Rashtriya Loktantrik Party - RLTP,1,TONK-SAWAI MADHOPUR (12),HARISH CHANDRA MEENA,623763,64949,Rajasthan
1434,Rashtriya Loktantrik Party - RLTP,1,BARMER(17),UMMEDA RAM BENIWAL,704676,118176,Rajasthan
1435,Rashtriya Loktantrik Party - RLTP,1,SIKAR(5),AMRARAM,659300,72896,Rajasthan
1436,Rashtriya Loktantrik Party - RLTP,1,NAGAUR(14),HANUMAN BENIWAL,596955,42225,Rajasthan
1437,Rashtriya Loktantrik Party - RLTP,1,BANSWARA (20),RAJ KUMAR ROAT,820831,247054,Rajasthan
1438,Bharat Adivasi Party - BHRTADVSIP,1,BIKANER (2),ARJUN RAM MEGHWAL,566737,55711,Rajasthan
1439,Bharat Adivasi Party - BHRTADVSIP,1,JAIPUR RURAL(6),RAO RAJENDRA SINGH,617877,1615,Rajasthan
1440,Bharat Adivasi Party - BHRTADVSIP,1,JAIPUR(7),MANJU SHARMA,886850,331767,Rajasthan
1441,Bharat Adivasi Party - BHRTADVSIP,1,ALWAR(8),BHUPENDER YADAV,631992,48282,Rajasthan
1442,Bharat Adivasi Party - BHRTADVSIP,1,AJMER (13),BHAGIRATH CHOUDHARY,747462,329991,Rajasthan
1443,Bharat Adivasi Party - BHRTADVSIP,1,PALI(15),P. P. CHAUDHARY,757389,245351,Rajasthan
1444,Bharat Adivasi Party - BHRTADVSIP,1,JODHPUR(16),GAJENDRA SINGH SHEKHAWAT,730056,115677,Rajasthan
1445,Bharat Adivasi Party - BHRTADVSIP,1,JALORE (18),LUMBARAM,796783,201543,Rajasthan
1446,Bharat Adivasi Party - BHRTADVSIP,1,UDAIPUR (19),MANNA LAL RAWAT,738286,261608,Rajasthan
1447,Bharat Adivasi Party - BHRTADVSIP,1,CHITTORGARH(21),CHANDRA PRAKASH JOSHI,888202,389877,Rajasthan
1448,Bharat Adivasi Party - BHRTADVSIP,1,RAJSAMAND(22),MAHIMA KUMARI MEWAR,781203,392223,Rajasthan
1449,Bharat Adivasi Party - BHRTADVSIP,1,BHILWARA(23),DAMODAR AGARWAL,807640,354606,Rajasthan
1450,Bharat Adivasi Party - BHRTADVSIP,1,KOTA(24),OM BIRLA,750496,41974,Rajasthan
1451,Bharat Adivasi Party - BHRTADVSIP,1,JHALAWAR-BARAN(25),DUSHYANT SINGH,865376,370989,Rajasthan
1452,Bharat Adivasi Party - BHRTADVSIP,1,GANGANAGAR (1),KULDEEP INDORA,726492,88153,Rajasthan
1453,Bharat Adivasi Party - BHRTADVSIP,1,CHURU(3),RAHUL KASWAN,728211,72737,Rajasthan
1454,Bharat Adivasi Party - BHRTADVSIP,1,JHUNJHUNU     (4),BRIJENDRA SINGH OLA,553168,18235,Rajasthan
1455,Bharat Adivasi Party - BHRTADVSIP,1,BHARATPUR (9),SANJNA JATAV,579890,51983,Rajasthan
1456,Bharat Adivasi Party - BHRTADVSIP,1,KARAULI-DHOLPUR (10),BHAJAN LAL JATAV,530011,98945,Rajasthan
1457,Bharat Adivasi Party - BHRTADVSIP,1,DAUSA (11),MURARI LAL MEENA,646266,237340,Rajasthan
1458,Bharat Adivasi Party - BHRTADVSIP,1,TONK-SAWAI MADHOPUR (12),HARISH CHANDRA MEENA,623763,64949,Rajasthan
1459,Bharat Adivasi Party - BHRTADVSIP,1,BARMER(17),UMMEDA RAM BENIWAL,704676,118176,Rajasthan
1460,Bharat Adivasi Party - BHRTADVSIP,1,SIKAR(5),AMRARAM,659300,72896,Rajasthan
1461,Bharat Adivasi Party - BHRTADVSIP,1,NAGAUR(14),HANUMAN BENIWAL,596955,42225,Rajasthan
1462,Bharat Adivasi Party - BHRTADVSIP,1,BANSWARA (20),RAJ KUMAR ROAT,820831,247054,Rajasthan
1463,Sikkim Krantikari Morcha - SKM,1,Sikkim(1),INDRA HANG SUBBA,164396,80830,Sikkim
1464,Dravida Munnetra Kazhagam - DMK,22,CHENNAI NORTH(2),DR.KALANIDHI VEERASWAMY,497333,339222,Tamil Nadu
1465,Dravida Munnetra Kazhagam - DMK,22,CHENNAI SOUTH(3),T.SUMATHY (ALIAS) THAMIZHACHI THANGAPANDIAN,516628,225945,Tamil Nadu
1466,Dravida Munnetra Kazhagam - DMK,22,CHENNAI CENTRAL(4),DAYANIDHI MARAN,413848,244689,Tamil Nadu
1467,Dravida Munnetra Kazhagam - DMK,22,SRIPERUMBUDUR(5),T R BAALU,758611,487029,Tamil Nadu
1468,Dravida Munnetra Kazhagam - DMK,22,KANCHEEPURAM(6),SELVAM. G,586044,221473,Tamil Nadu
1469,Dravida Munnetra Kazhagam - DMK,22,ARAKKONAM(7),S JAGATHRATCHAKAN,563216,306559,Tamil Nadu
1470,Dravida Munnetra Kazhagam - DMK,22,VELLORE(8),DM KATHIR ANAND,568692,215702,Tamil Nadu
1471,Dravida Munnetra Kazhagam - DMK,22,DHARMAPURI(10),MANI. A.,432667,21300,Tamil Nadu
1472,Dravida Munnetra Kazhagam - DMK,22,TIRUVANNAMALAI(11),"ANNADURAI, C.N.",547379,233931,Tamil Nadu
1473,Dravida Munnetra Kazhagam - DMK,22,ARANI(12),THARANIVENTHAN M S,500099,208766,Tamil Nadu
1474,Dravida Munnetra Kazhagam - DMK,22,KALLAKURICHI(14),MALAIYARASAN D,561589,53784,Tamil Nadu
1475,Dravida Munnetra Kazhagam - DMK,22,SALEM(15),SELVAGANAPATHI T M,566085,70357,Tamil Nadu
1476,Dravida Munnetra Kazhagam - DMK,22,NAMAKKAL(16),MATHESWARAN V S,462036,29112,Tamil Nadu
1477,Dravida Munnetra Kazhagam - DMK,22,ERODE(17),K E PRAKASH,562339,236566,Tamil Nadu
1478,Dravida Munnetra Kazhagam - DMK,22,NILGIRIS(19),RAJA A,473212,240585,Tamil Nadu
1479,Dravida Munnetra Kazhagam - DMK,22,COIMBATORE(20),GANAPATHY RAJKUMAR P,568200,118068,Tamil Nadu
1480,Dravida Munnetra Kazhagam - DMK,22,POLLACHI(21),ESWARASAMY K,533377,252042,Tamil Nadu
1481,Dravida Munnetra Kazhagam - DMK,22,PERAMBALUR(25),ARUN NEHRU,603209,389107,Tamil Nadu
1482,Dravida Munnetra Kazhagam - DMK,22,THANJAVUR(30),MURASOLI S,502245,319583,Tamil Nadu
1483,Dravida Munnetra Kazhagam - DMK,22,THENI(33),THANGA TAMILSELVAN,571493,278825,Tamil Nadu
1484,Dravida Munnetra Kazhagam - DMK,22,THOOTHUKKUDI(36),KANIMOZHI KARUNANIDHI,540729,392738,Tamil Nadu
1485,Dravida Munnetra Kazhagam - DMK,22,TENKASI(37),DR RANI SRI KUMAR,425679,196199,Tamil Nadu
1486,Dravida Munnetra Kazhagam - DMK,22,TIRUVALLUR(1),Sasikanth Senthil,796956,572155,Tamil Nadu
1487,Dravida Munnetra Kazhagam - DMK,22,KRISHNAGIRI(9),GOPINATH K,492883,192486,Tamil Nadu
1488,Dravida Munnetra Kazhagam - DMK,22,KARUR(23),JOTHIMANI. S,534906,166816,Tamil Nadu
1489,Dravida Munnetra Kazhagam - DMK,22,CUDDALORE(26),M.K. VISHNUPRASAD,455053,185896,Tamil Nadu
1490,Dravida Munnetra Kazhagam - DMK,22,MAYILADUTHURAI(28),SUDHA R,518459,271183,Tamil Nadu
1491,Dravida Munnetra Kazhagam - DMK,22,SIVAGANGA(31),KARTI P CHIDAMBARAM,427677,205664,Tamil Nadu
1492,Dravida Munnetra Kazhagam - DMK,22,VIRUDHUNAGAR(34),MANICKAM TAGORE B,385256,4379,Tamil Nadu
1493,Dravida Munnetra Kazhagam - DMK,22,TIRUNELVELI(38),ROBERT BRUCE C,502296,165620,Tamil Nadu
1494,Dravida Munnetra Kazhagam - DMK,22,KANNIYAKUMARI(39),VIJAYAKUMAR (Alias) VIJAY VASANTH,546248,179907,Tamil Nadu
1495,Dravida Munnetra Kazhagam - DMK,22,VILUPPURAM(13),RAVIKUMAR. D,477033,70703,Tamil Nadu
1496,Dravida Munnetra Kazhagam - DMK,22,CHIDAMBARAM(27),THIRUMAAVALAVAN THOL,505084,103554,Tamil Nadu
1497,Dravida Munnetra Kazhagam - DMK,22,TIRUPPUR(18),"SUBBARAYAN, K.",472739,125928,Tamil Nadu
1498,Dravida Munnetra Kazhagam - DMK,22,NAGAPATTINAM(29),SELVARAJ V,465044,208957,Tamil Nadu
1499,Dravida Munnetra Kazhagam - DMK,22,DINDIGUL(22),SACHITHANANTHAM R,670149,443821,Tamil Nadu
1500,Dravida Munnetra Kazhagam - DMK,22,MADURAI(32),VENKATESAN S,430323,209409,Tamil Nadu
1501,Dravida Munnetra Kazhagam - DMK,22,TIRUCHIRAPPALLI(24),DURAI VAIKO,542213,313094,Tamil Nadu
1502,Dravida Munnetra Kazhagam - DMK,22,RAMANATHAPURAM(35),NAVASKANI K,509664,166782,Tamil Nadu
1503,Indian National Congress - INC,9,CHENNAI NORTH(2),DR.KALANIDHI VEERASWAMY,497333,339222,Tamil Nadu
1504,Indian National Congress - INC,9,CHENNAI SOUTH(3),T.SUMATHY (ALIAS) THAMIZHACHI THANGAPANDIAN,516628,225945,Tamil Nadu
1505,Indian National Congress - INC,9,CHENNAI CENTRAL(4),DAYANIDHI MARAN,413848,244689,Tamil Nadu
1506,Indian National Congress - INC,9,SRIPERUMBUDUR(5),T R BAALU,758611,487029,Tamil Nadu
1507,Indian National Congress - INC,9,KANCHEEPURAM(6),SELVAM. G,586044,221473,Tamil Nadu
1508,Indian National Congress - INC,9,ARAKKONAM(7),S JAGATHRATCHAKAN,563216,306559,Tamil Nadu
1509,Indian National Congress - INC,9,VELLORE(8),DM KATHIR ANAND,568692,215702,Tamil Nadu
1510,Indian National Congress - INC,9,DHARMAPURI(10),MANI. A.,432667,21300,Tamil Nadu
1511,Indian National Congress - INC,9,TIRUVANNAMALAI(11),"ANNADURAI, C.N.",547379,233931,Tamil Nadu
1512,Indian National Congress - INC,9,ARANI(12),THARANIVENTHAN M S,500099,208766,Tamil Nadu
1513,Indian National Congress - INC,9,KALLAKURICHI(14),MALAIYARASAN D,561589,53784,Tamil Nadu
