,Party Name,Total Winning,Constituency,Winning Candidate,Total Votes,Margin,State
2108,Rashtriya Lok Dal - RLD,2,Nagina(5),CHANDRASHEKHAR,512552,151473,Uttar Pradesh
2109,Rashtriya Lok Dal - RLD,2,Mirzapur(79),ANUPRIYA PATEL,471631,37810,Uttar Pradesh
2110,Aazad Samaj Party (Kanshi Ram) - ASPKR,1,Kairana(2),IQRA CHOUDHARY,528013,69116,Uttar Pradesh
2111,Aazad Samaj Party (Kanshi Ram) - ASPKR,1,Muzaffarnagar(3),HARENDRA SINGH MALIK,470721,24672,Uttar Pradesh
2112,Aazad Samaj Party (Kanshi Ram) - ASPKR,1,Moradabad(6),RUCHI VIRA,637363,105762,Uttar Pradesh
2113,Aazad Samaj Party (Kanshi Ram) - ASPKR,1,Rampur(7),MOHIBBULLAH,481503,87434,Uttar Pradesh
2114,Aazad Samaj Party (Kanshi Ram) - ASPKR,1,Sambhal(8),ZIA UR REHMAN,571161,121494,Uttar Pradesh
2115,Aazad Samaj Party (Kanshi Ram) - ASPKR,1,Firozabad(20),AKSHAYA YADAV,543037,89312,Uttar Pradesh
2116,Aazad Samaj Party (Kanshi Ram) - ASPKR,1,Mainpuri(21),DIMPLE YADAV,598526,221639,Uttar Pradesh
2117,Aazad Samaj Party (Kanshi Ram) - ASPKR,1,Etah(22),DEVESH SHAKYA,475808,28052,Uttar Pradesh
2118,Aazad Samaj Party (Kanshi Ram) - ASPKR,1,Badaun(23),ADITYA YADAV,501855,34991,Uttar Pradesh
2119,Aazad Samaj Party (Kanshi Ram) - ASPKR,1,Aonla(24),NEERAJ MAURYA,492515,15969,Uttar Pradesh
2120,Aazad Samaj Party (Kanshi Ram) - ASPKR,1,Kheri(28),UTKARSH VERMA 'MADHUR',557365,34329,Uttar Pradesh
2121,Aazad Samaj Party (Kanshi Ram) - ASPKR,1,Dhaurahra(29),ANAND BHADAURIYA,443743,4449,Uttar Pradesh
2122,Aazad Samaj Party (Kanshi Ram) - ASPKR,1,Mohanlalganj(34),R.K. CHAUDHARY,667869,70292,Uttar Pradesh
2123,Aazad Samaj Party (Kanshi Ram) - ASPKR,1,Sultanpur(38),RAMBHUAL NISHAD,444330,43174,Uttar Pradesh
2124,Aazad Samaj Party (Kanshi Ram) - ASPKR,1,Pratapgarh(39),SHIV PAL SINGH PATEL (DR. S P SINGH),441932,66206,Uttar Pradesh
2125,Aazad Samaj Party (Kanshi Ram) - ASPKR,1,Etawah(41),JITENDRA KUMAR DOHARE,490747,58419,Uttar Pradesh
2126,Aazad Samaj Party (Kanshi Ram) - ASPKR,1,Kannauj(42),AKHILESH YADAV,642292,170922,Uttar Pradesh
2127,Aazad Samaj Party (Kanshi Ram) - ASPKR,1,Jalaun(45),NARAYAN DAS AHIRWAR,530180,53898,Uttar Pradesh
2128,Aazad Samaj Party (Kanshi Ram) - ASPKR,1,Hamirpur(47),AJENDRA SINGH LODHI,490683,2629,Uttar Pradesh
2129,Aazad Samaj Party (Kanshi Ram) - ASPKR,1,Banda(48),KRISHNA DEVI SHIVSHANKER PATEL,406567,71210,Uttar Pradesh
2130,Aazad Samaj Party (Kanshi Ram) - ASPKR,1,Fatehpur(49),NARESH CHANDRA UTTAM PATEL,500328,33199,Uttar Pradesh
2131,Aazad Samaj Party (Kanshi Ram) - ASPKR,1,Kaushambi(50),PUSHPENDRA SAROJ,509787,103944,Uttar Pradesh
2132,Aazad Samaj Party (Kanshi Ram) - ASPKR,1,Faizabad(54),AWADHESH PRASAD,554289,54567,Uttar Pradesh
2133,Aazad Samaj Party (Kanshi Ram) - ASPKR,1,Ambedkar Nagar(55),LALJI VERMA,544959,137247,Uttar Pradesh
2134,Aazad Samaj Party (Kanshi Ram) - ASPKR,1,Shrawasti(58),RAM SHIROMANI VERMA,511055,76673,Uttar Pradesh
2135,Aazad Samaj Party (Kanshi Ram) - ASPKR,1,Basti(61),RAM PRASAD CHAUDHARY,527005,100994,Uttar Pradesh
2136,Aazad Samaj Party (Kanshi Ram) - ASPKR,1,Sant Kabir Nagar(62),LAXMIKANT PAPPU NISHAD,498695,92170,Uttar Pradesh
2137,Aazad Samaj Party (Kanshi Ram) - ASPKR,1,Lalganj(68),DAROGA PRASAD SAROJ,439959,115023,Uttar Pradesh
2138,Aazad Samaj Party (Kanshi Ram) - ASPKR,1,Azamgarh(69),DHARMENDRA YADAV,508239,161035,Uttar Pradesh
2139,Aazad Samaj Party (Kanshi Ram) - ASPKR,1,Ghosi(70),RAJEEV RAI,503131,162943,Uttar Pradesh
2140,Aazad Samaj Party (Kanshi Ram) - ASPKR,1,Salempur(71),RAMASHANKAR RAJBHAR,405472,3573,Uttar Pradesh
2141,Aazad Samaj Party (Kanshi Ram) - ASPKR,1,Ballia(72),SANATAN PANDEY,467068,43384,Uttar Pradesh
2142,Aazad Samaj Party (Kanshi Ram) - ASPKR,1,Jaunpur(73),BABU SINGH KUSHWAHA,509130,99335,Uttar Pradesh
2143,Aazad Samaj Party (Kanshi Ram) - ASPKR,1,Machhlishahr(74),PRIYA SAROJ,451292,35850,Uttar Pradesh
2144,Aazad Samaj Party (Kanshi Ram) - ASPKR,1,Ghazipur(75),AFZAL ANSARI,539912,124861,Uttar Pradesh
2145,Aazad Samaj Party (Kanshi Ram) - ASPKR,1,Chandauli(76),BIRENDRA SINGH,474476,21565,Uttar Pradesh
2146,Aazad Samaj Party (Kanshi Ram) - ASPKR,1,Robertsganj(80),CHHOTELAL,465848,129234,Uttar Pradesh
2147,Aazad Samaj Party (Kanshi Ram) - ASPKR,1,Amroha(9),KANWAR SINGH TANWAR,476506,28670,Uttar Pradesh
2148,Aazad Samaj Party (Kanshi Ram) - ASPKR,1,Meerut(10),ARUN GOVIL,546469,10585,Uttar Pradesh
2149,Aazad Samaj Party (Kanshi Ram) - ASPKR,1,Ghaziabad(12),ATUL GARG,854170,336965,Uttar Pradesh
2150,Aazad Samaj Party (Kanshi Ram) - ASPKR,1,Gautam Buddha Nagar(13),DR. MAHESH SHARMA,857829,559472,Uttar Pradesh
2151,Aazad Samaj Party (Kanshi Ram) - ASPKR,1,Bulandshahr(14),DR BHOLA SINGH,597310,275134,Uttar Pradesh
2152,Aazad Samaj Party (Kanshi Ram) - ASPKR,1,Aligarh(15),SATISH KUMAR GAUTAM,501834,15647,Uttar Pradesh
2153,Aazad Samaj Party (Kanshi Ram) - ASPKR,1,Hathras(16),ANOOP PRADHAN BALMIKI,554746,247318,Uttar Pradesh
2154,Aazad Samaj Party (Kanshi Ram) - ASPKR,1,Mathura(17),HEMAMALINI DHARMENDRA DEOL,510064,293407,Uttar Pradesh
2155,Aazad Samaj Party (Kanshi Ram) - ASPKR,1,Agra(18),PROF S P SINGH BAGHEL,599397,271294,Uttar Pradesh
2156,Aazad Samaj Party (Kanshi Ram) - ASPKR,1,Fatehpur Sikri(19),RAJKUMAR CHAHAR,445657,43405,Uttar Pradesh
2157,Aazad Samaj Party (Kanshi Ram) - ASPKR,1,Bareilly(25),CHHATRA PAL SINGH GANGWAR,567127,34804,Uttar Pradesh
2158,Aazad Samaj Party (Kanshi Ram) - ASPKR,1,Pilibhit(26),JITIN PRASADA,607158,164935,Uttar Pradesh
2159,Aazad Samaj Party (Kanshi Ram) - ASPKR,1,Shahjahanpur(27),ARUN KUMAR SAGAR,592718,55379,Uttar Pradesh
2160,Aazad Samaj Party (Kanshi Ram) - ASPKR,1,Hardoi(31),JAI PRAKASH,486798,27856,Uttar Pradesh
2161,Aazad Samaj Party (Kanshi Ram) - ASPKR,1,Misrikh(32),ASHOK KUMAR RAWAT,475016,33406,Uttar Pradesh
2162,Aazad Samaj Party (Kanshi Ram) - ASPKR,1,Unnao(33),SWAMI SACHCHIDANAND HARI SAKSHI,616133,35818,Uttar Pradesh
2163,Aazad Samaj Party (Kanshi Ram) - ASPKR,1,Lucknow(35),RAJ NATH SINGH,612709,135159,Uttar Pradesh
2164,Aazad Samaj Party (Kanshi Ram) - ASPKR,1,Farrukhabad(40),MUKESH RAJPUT,487963,2678,Uttar Pradesh
2165,Aazad Samaj Party (Kanshi Ram) - ASPKR,1,Kanpur(43),RAMESH AWASTHI,443055,20968,Uttar Pradesh
2166,Aazad Samaj Party (Kanshi Ram) - ASPKR,1,Akbarpur(44),DEVENDRA SINGH ALIAS BHOLE SINGH,517423,44345,Uttar Pradesh
2167,Aazad Samaj Party (Kanshi Ram) - ASPKR,1,Jhansi(46),ANURAG SHARMA,690316,102614,Uttar Pradesh
2168,Aazad Samaj Party (Kanshi Ram) - ASPKR,1,Phulpur(51),PRAVEEN PATEL,452600,4332,Uttar Pradesh
2169,Aazad Samaj Party (Kanshi Ram) - ASPKR,1,Baharaich(56),ANAND KUMAR,518802,64227,Uttar Pradesh
2170,Aazad Samaj Party (Kanshi Ram) - ASPKR,1,Kaiserganj(57),KARAN BHUSHAN SINGH,571263,148843,Uttar Pradesh
2171,Aazad Samaj Party (Kanshi Ram) - ASPKR,1,Gonda(59),KIRTIVARDHAN SINGH,474258,46224,Uttar Pradesh
2172,Aazad Samaj Party (Kanshi Ram) - ASPKR,1,Domariyaganj(60),JAGDAMBIKA PAL,463303,42728,Uttar Pradesh
2173,Aazad Samaj Party (Kanshi Ram) - ASPKR,1,Maharajganj(63),PANKAJ CHAUDHARY,591310,35451,Uttar Pradesh
2174,Aazad Samaj Party (Kanshi Ram) - ASPKR,1,Gorakhpur(64),RAVINDRA SHUKLA ALIAS RAVI KISHAN,585834,103526,Uttar Pradesh
2175,Aazad Samaj Party (Kanshi Ram) - ASPKR,1,Kushi Nagar(65),VIJAY KUMAR DUBAY,516345,81790,Uttar Pradesh
2176,Aazad Samaj Party (Kanshi Ram) - ASPKR,1,Deoria(66),SHASHANK MANI,504541,34842,Uttar Pradesh
2177,Aazad Samaj Party (Kanshi Ram) - ASPKR,1,Bansgaon(67),KAMLESH PASWAN,428693,3150,Uttar Pradesh
2178,Aazad Samaj Party (Kanshi Ram) - ASPKR,1,Varanasi(77),NARENDRA MODI,612970,152513,Uttar Pradesh
2179,Aazad Samaj Party (Kanshi Ram) - ASPKR,1,Bhadohi(78),DR. VINOD KUMAR BIND,459982,44072,Uttar Pradesh
2180,Aazad Samaj Party (Kanshi Ram) - ASPKR,1,Saharanpur(1),IMRAN MASOOD,547967,64542,Uttar Pradesh
2181,Aazad Samaj Party (Kanshi Ram) - ASPKR,1,Sitapur(30),RAKESH RATHOR,531138,89641,Uttar Pradesh
2182,Aazad Samaj Party (Kanshi Ram) - ASPKR,1,Rae Bareli(36),RAHUL GANDHI,687649,390030,Uttar Pradesh
2183,Aazad Samaj Party (Kanshi Ram) - ASPKR,1,Amethi(37),KISHORI LAL,539228,167196,Uttar Pradesh
2184,Aazad Samaj Party (Kanshi Ram) - ASPKR,1,Allahabad(52),UJJWAL RAMAN SINGH,462145,58795,Uttar Pradesh
2185,Aazad Samaj Party (Kanshi Ram) - ASPKR,1,Barabanki(53),TANUJ PUNIA,719927,215704,Uttar Pradesh
2186,Aazad Samaj Party (Kanshi Ram) - ASPKR,1,Bijnor(4),CHANDAN CHAUHAN,404493,37508,Uttar Pradesh
2187,Aazad Samaj Party (Kanshi Ram) - ASPKR,1,Baghpat(11),DR RAJKUMAR SANGWAN,488967,159459,Uttar Pradesh
2188,Aazad Samaj Party (Kanshi Ram) - ASPKR,1,Nagina(5),CHANDRASHEKHAR,512552,151473,Uttar Pradesh
2189,Aazad Samaj Party (Kanshi Ram) - ASPKR,1,Mirzapur(79),ANUPRIYA PATEL,471631,37810,Uttar Pradesh
2190,Apna Dal (Soneylal) - ADAL,1,Kairana(2),IQRA CHOUDHARY,528013,69116,Uttar Pradesh
2191,Apna Dal (Soneylal) - ADAL,1,Muzaffarnagar(3),HARENDRA SINGH MALIK,470721,24672,Uttar Pradesh
2192,Apna Dal (Soneylal) - ADAL,1,Moradabad(6),RUCHI VIRA,637363,105762,Uttar Pradesh
2193,Apna Dal (Soneylal) - ADAL,1,Rampur(7),MOHIBBULLAH,481503,87434,Uttar Pradesh
2194,Apna Dal (Soneylal) - ADAL,1,Sambhal(8),ZIA UR REHMAN,571161,121494,Uttar Pradesh
2195,Apna Dal (Soneylal) - ADAL,1,Firozabad(20),AKSHAYA YADAV,543037,89312,Uttar Pradesh
2196,Apna Dal (Soneylal) - ADAL,1,Mainpuri(21),DIMPLE YADAV,598526,221639,Uttar Pradesh
2197,Apna Dal (Soneylal) - ADAL,1,Etah(22),DEVESH SHAKYA,475808,28052,Uttar Pradesh
2198,Apna Dal (Soneylal) - ADAL,1,Badaun(23),ADITYA YADAV,501855,34991,Uttar Pradesh
2199,Apna Dal (Soneylal) - ADAL,1,Aonla(24),NEERAJ MAURYA,492515,15969,Uttar Pradesh
2200,Apna Dal (Soneylal) - ADAL,1,Kheri(28),UTKARSH VERMA 'MADHUR',557365,34329,Uttar Pradesh
2201,Apna Dal (Soneylal) - ADAL,1,Dhaurahra(29),ANAND BHADAURIYA,443743,4449,Uttar Pradesh
2202,Apna Dal (Soneylal) - ADAL,1,Mohanlalganj(34),R.K. CHAUDHARY,667869,70292,Uttar Pradesh
2203,Apna Dal (Soneylal) - ADAL,1,Sultanpur(38),RAMBHUAL NISHAD,444330,43174,Uttar Pradesh
2204,Apna Dal (Soneylal) - ADAL,1,Pratapgarh(39),SHIV PAL SINGH PATEL (DR. S P SINGH),441932,66206,Uttar Pradesh
2205,Apna Dal (Soneylal) - ADAL,1,Etawah(41),JITENDRA KUMAR DOHARE,490747,58419,Uttar Pradesh
2206,Apna Dal (Soneylal) - ADAL,1,Kannauj(42),AKHILESH YADAV,642292,170922,Uttar Pradesh
2207,Apna Dal (Soneylal) - ADAL,1,Jalaun(45),NARAYAN DAS AHIRWAR,530180,53898,Uttar Pradesh
2208,Apna Dal (Soneylal) - ADAL,1,Hamirpur(47),AJENDRA SINGH LODHI,490683,2629,Uttar Pradesh
2209,Apna Dal (Soneylal) - ADAL,1,Banda(48),KRISHNA DEVI SHIVSHANKER PATEL,406567,71210,Uttar Pradesh
2210,Apna Dal (Soneylal) - ADAL,1,Fatehpur(49),NARESH CHANDRA UTTAM PATEL,500328,33199,Uttar Pradesh
2211,Apna Dal (Soneylal) - ADAL,1,Kaushambi(50),PUSHPENDRA SAROJ,509787,103944,Uttar Pradesh
2212,Apna Dal (Soneylal) - ADAL,1,Faizabad(54),AWADHESH PRASAD,554289,54567,Uttar Pradesh
2213,Apna Dal (Soneylal) - ADAL,1,Ambedkar Nagar(55),LALJI VERMA,544959,137247,Uttar Pradesh
2214,Apna Dal (Soneylal) - ADAL,1,Shrawasti(58),RAM SHIROMANI VERMA,511055,76673,Uttar Pradesh
2215,Apna Dal (Soneylal) - ADAL,1,Basti(61),RAM PRASAD CHAUDHARY,527005,100994,Uttar Pradesh
2216,Apna Dal (Soneylal) - ADAL,1,Sant Kabir Nagar(62),LAXMIKANT PAPPU NISHAD,498695,92170,Uttar Pradesh
2217,Apna Dal (Soneylal) - ADAL,1,Lalganj(68),DAROGA PRASAD SAROJ,439959,115023,Uttar Pradesh
2218,Apna Dal (Soneylal) - ADAL,1,Azamgarh(69),DHARMENDRA YADAV,508239,161035,Uttar Pradesh
2219,Apna Dal (Soneylal) - ADAL,1,Ghosi(70),RAJEEV RAI,503131,162943,Uttar Pradesh
2220,Apna Dal (Soneylal) - ADAL,1,Salempur(71),RAMASHANKAR RAJBHAR,405472,3573,Uttar Pradesh
2221,Apna Dal (Soneylal) - ADAL,1,Ballia(72),SANATAN PANDEY,467068,43384,Uttar Pradesh
2222,Apna Dal (Soneylal) - ADAL,1,Jaunpur(73),BABU SINGH KUSHWAHA,509130,99335,Uttar Pradesh
2223,Apna Dal (Soneylal) - ADAL,1,Machhlishahr(74),PRIYA SAROJ,451292,35850,Uttar Pradesh
2224,Apna Dal (Soneylal) - ADAL,1,Ghazipur(75),AFZAL ANSARI,539912,124861,Uttar Pradesh
2225,Apna Dal (Soneylal) - ADAL,1,Chandauli(76),BIRENDRA SINGH,474476,21565,Uttar Pradesh
2226,Apna Dal (Soneylal) - ADAL,1,Robertsganj(80),CHHOTELAL,465848,129234,Uttar Pradesh
2227,Apna Dal (Soneylal) - ADAL,1,Amroha(9),KANWAR SINGH TANWAR,476506,28670,Uttar Pradesh
2228,Apna Dal (Soneylal) - ADAL,1,Meerut(10),ARUN GOVIL,546469,10585,Uttar Pradesh
2229,Apna Dal (Soneylal) - ADAL,1,Ghaziabad(12),ATUL GARG,854170,336965,Uttar Pradesh
2230,Apna Dal (Soneylal) - ADAL,1,Gautam Buddha Nagar(13),DR. MAHESH SHARMA,857829,559472,Uttar Pradesh
2231,Apna Dal (Soneylal) - ADAL,1,Bulandshahr(14),DR BHOLA SINGH,597310,275134,Uttar Pradesh
2232,Apna Dal (Soneylal) - ADAL,1,Aligarh(15),SATISH KUMAR GAUTAM,501834,15647,Uttar Pradesh
2233,Apna Dal (Soneylal) - ADAL,1,Hathras(16),ANOOP PRADHAN BALMIKI,554746,247318,Uttar Pradesh
2234,Apna Dal (Soneylal) - ADAL,1,Mathura(17),HEMAMALINI DHARMENDRA DEOL,510064,293407,Uttar Pradesh
2235,Apna Dal (Soneylal) - ADAL,1,Agra(18),PROF S P SINGH BAGHEL,599397,271294,Uttar Pradesh
2236,Apna Dal (Soneylal) - ADAL,1,Fatehpur Sikri(19),RAJKUMAR CHAHAR,445657,43405,Uttar Pradesh
2237,Apna Dal (Soneylal) - ADAL,1,Bareilly(25),CHHATRA PAL SINGH GANGWAR,567127,34804,Uttar Pradesh
2238,Apna Dal (Soneylal) - ADAL,1,Pilibhit(26),JITIN PRASADA,607158,164935,Uttar Pradesh
2239,Apna Dal (Soneylal) - ADAL,1,Shahjahanpur(27),ARUN KUMAR SAGAR,592718,55379,Uttar Pradesh
2240,Apna Dal (Soneylal) - ADAL,1,Hardoi(31),JAI PRAKASH,486798,27856,Uttar Pradesh
2241,Apna Dal (Soneylal) - ADAL,1,Misrikh(32),ASHOK KUMAR RAWAT,475016,33406,Uttar Pradesh
2242,Apna Dal (Soneylal) - ADAL,1,Unnao(33),SWAMI SACHCHIDANAND HARI SAKSHI,616133,35818,Uttar Pradesh
2243,Apna Dal (Soneylal) - ADAL,1,Lucknow(35),RAJ NATH SINGH,612709,135159,Uttar Pradesh
2244,Apna Dal (Soneylal) - ADAL,1,Farrukhabad(40),MUKESH RAJPUT,487963,2678,Uttar Pradesh
2245,Apna Dal (Soneylal) - ADAL,1,Kanpur(43),RAMESH AWASTHI,443055,20968,Uttar Pradesh
2246,Apna Dal (Soneylal) - ADAL,1,Akbarpur(44),DEVENDRA SINGH ALIAS BHOLE SINGH,517423,44345,Uttar Pradesh
2247,Apna Dal (Soneylal) - ADAL,1,Jhansi(46),ANURAG SHARMA,690316,102614,Uttar Pradesh
2248,Apna Dal (Soneylal) - ADAL,1,Phulpur(51),PRAVEEN PATEL,452600,4332,Uttar Pradesh
2249,Apna Dal (Soneylal) - ADAL,1,Baharaich(56),ANAND KUMAR,518802,64227,Uttar Pradesh
2250,Apna Dal (Soneylal) - ADAL,1,Kaiserganj(57),KARAN BHUSHAN SINGH,571263,148843,Uttar Pradesh
2251,Apna Dal (Soneylal) - ADAL,1,Gonda(59),KIRTIVARDHAN SINGH,474258,46224,Uttar Pradesh
2252,Apna Dal (Soneylal) - ADAL,1,Domariyaganj(60),JAGDAMBIKA PAL,463303,42728,Uttar Pradesh
2253,Apna Dal (Soneylal) - ADAL,1,Maharajganj(63),PANKAJ CHAUDHARY,591310,35451,Uttar Pradesh
2254,Apna Dal (Soneylal) - ADAL,1,Gorakhpur(64),RAVINDRA SHUKLA ALIAS RAVI KISHAN,585834,103526,Uttar Pradesh
2255,Apna Dal (Soneylal) - ADAL,1,Kushi Nagar(65),VIJAY KUMAR DUBAY,516345,81790,Uttar Pradesh
2256,Apna Dal (Soneylal) - ADAL,1,Deoria(66),SHASHANK MANI,504541,34842,Uttar Pradesh
2257,Apna Dal (Soneylal) - ADAL,1,Bansgaon(67),KAMLESH PASWAN,428693,3150,Uttar Pradesh
2258,Apna Dal (Soneylal) - ADAL,1,Varanasi(77),NARENDRA MODI,612970,152513,Uttar Pradesh
2259,Apna Dal (Soneylal) - ADAL,1,Bhadohi(78),DR. VINOD KUMAR BIND,459982,44072,Uttar Pradesh
2260,Apna Dal (Soneylal) - ADAL,1,Saharanpur(1),IMRAN MASOOD,547967,64542,Uttar Pradesh
2261,Apna Dal (Soneylal) - ADAL,1,Sitapur(30),RAKESH RATHOR,531138,89641,Uttar Pradesh
2262,Apna Dal (Soneylal) - ADAL,1,Rae Bareli(36),RAHUL GANDHI,687649,390030,Uttar Pradesh
2263,Apna Dal (Soneylal) - ADAL,1,Amethi(37),KISHORI LAL,539228,167196,Uttar Pradesh
2264,Apna Dal (Soneylal) - ADAL,1,Allahabad(52),UJJWAL RAMAN SINGH,462145,58795,Uttar Pradesh
2265,Apna Dal (Soneylal) - ADAL,1,Barabanki(53),TANUJ PUNIA,719927,215704,Uttar Pradesh
2266,Apna Dal (Soneylal) - ADAL,1,Bijnor(4),CHANDAN CHAUHAN,404493,37508,Uttar Pradesh
2267,Apna Dal (Soneylal) - ADAL,1,Baghpat(11),DR RAJKUMAR SANGWAN,488967,159459,Uttar Pradesh
2268,Apna Dal (Soneylal) - ADAL,1,Nagina(5),CHANDRASHEKHAR,512552,151473,Uttar Pradesh
2269,Apna Dal (Soneylal) - ADAL,1,Mirzapur(79),ANUPRIYA PATEL,471631,37810,Uttar Pradesh
2270,Bharatiya Janata Party - BJP,5,Tehri Garhwal(1),MALA RAJYA LAKSHMI SHAH,462603,272493,Uttarakhand
2271,Bharatiya Janata Party - BJP,5,Garhwal(2),ANIL BALUNI,432159,163503,Uttarakhand
2272,Bharatiya Janata Party - BJP,5,Almora(3),AJAY TAMTA,429167,234097,Uttarakhand
2273,Bharatiya Janata Party - BJP,5,Nainital-Udhamsingh Nagar(4),AJAY BHATT,772671,334548,Uttarakhand
2274,Bharatiya Janata Party - BJP,5,Haridwar(5),TRIVENDRA SINGH RAWAT,653808,164056,Uttarakhand
2275,All India Trinamool Congress - AITC,29,Coochbehar(1),JAGADISH CHANDRA BARMA BASUNIA,788375,39250,West Bengal
2276,All India Trinamool Congress - AITC,29,Jangipur(9),KHALILUR RAHAMAN,544427,116637,West Bengal
2277,All India Trinamool Congress - AITC,29,Baharampur(10),PATHAN YUSUF,524516,85022,West Bengal
2278,All India Trinamool Congress - AITC,29,Murshidabad(11),ABU TAHER KHAN,682442,164215,West Bengal
2279,All India Trinamool Congress - AITC,29,Krishnanagar(12),MAHUA MOITRA,628789,56705,West Bengal
2280,All India Trinamool Congress - AITC,29,Barrackpur(15),PARTHA BHOWMICK,520231,64438,West Bengal
2281,All India Trinamool Congress - AITC,29,Dum dum(16),SOUGATA RAY,528579,70660,West Bengal
2282,All India Trinamool Congress - AITC,29,Barasat(17),KAKOLI GHOSH DASTIDAR,692010,114189,West Bengal
2283,All India Trinamool Congress - AITC,29,Basirhat(18),SK NURUL ISLAM,803762,333547,West Bengal
2284,All India Trinamool Congress - AITC,29,Joynagar(19),PRATIMA MONDAL,894312,470219,West Bengal
2285,All India Trinamool Congress - AITC,29,Mathurapur(20),BAPI HALDAR,755731,201057,West Bengal
2286,All India Trinamool Congress - AITC,29,Diamond harbour(21),ABHISHEK BANERJEE,1048230,710930,West Bengal
2287,All India Trinamool Congress - AITC,29,Jadavpur(22),SAYANI GHOSH,717899,258201,West Bengal
2288,All India Trinamool Congress - AITC,29,Kolkata Dakshin(23),MALA ROY,615274,187231,West Bengal
2289,All India Trinamool Congress - AITC,29,Kolkata Uttar(24),BANDYOPADHYAY SUDIP,454696,92560,West Bengal
2290,All India Trinamool Congress - AITC,29,Howrah(25),PRASUN BANERJEE,626493,169442,West Bengal
2291,All India Trinamool Congress - AITC,29,Uluberia(26),SAJDA AHMED,724622,218673,West Bengal
2292,All India Trinamool Congress - AITC,29,Srerampur(27),KALYAN BANERJEE,673970,174830,West Bengal
2293,All India Trinamool Congress - AITC,29,Hooghly(28),RACHNA BANERJEE,702744,76853,West Bengal
2294,All India Trinamool Congress - AITC,29,Arambagh(29),BAG MITALI,712587,6399,West Bengal
2295,All India Trinamool Congress - AITC,29,Ghatal(32),ADHIKARI DEEPAK (DEV),837990,182868,West Bengal
2296,All India Trinamool Congress - AITC,29,Jhargram(33),KALIPADA SAREN (KHERWAL),743478,174048,West Bengal
2297,All India Trinamool Congress - AITC,29,Medinipur(34),JUNE MALIAH,702192,27191,West Bengal
2298,All India Trinamool Congress - AITC,29,Bankura(36),ARUP CHAKRABORTY,641813,32778,West Bengal
2299,All India Trinamool Congress - AITC,29,Bardhaman Purba(38),DR. SHARMILA SARKAR,720302,160572,West Bengal
2300,All India Trinamool Congress - AITC,29,Bardhaman-Durgapur(39),AZAD KIRTI JHA,720667,137981,West Bengal
2301,All India Trinamool Congress - AITC,29,Asansol(40),SHATRUGHAN PRASAD SINHA,605645,59564,West Bengal
2302,All India Trinamool Congress - AITC,29,Bolpur(41),ASIT KUMAR MAL,855633,327253,West Bengal
2303,All India Trinamool Congress - AITC,29,Birbhum(42),SATABDI ROY,717961,197650,West Bengal
2304,All India Trinamool Congress - AITC,29,Alipurduars(2),MANOJ TIGGA,695314,75447,West Bengal
2305,All India Trinamool Congress - AITC,29,Jalpaiguri(3),DR JAYANTA KUMAR ROY,766568,86693,West Bengal
2306,All India Trinamool Congress - AITC,29,Darjeeling(4),RAJU BISTA,679331,178525,West Bengal
2307,All India Trinamool Congress - AITC,29,Raiganj(5),KARTICK CHANDRA PAUL,560897,68197,West Bengal
2308,All India Trinamool Congress - AITC,29,Balurghat(6),SUKANTA MAJUMDAR,574996,10386,West Bengal
2309,All India Trinamool Congress - AITC,29,Maldaha Uttar(7),KHAGEN MURMU,527023,77708,West Bengal
2310,All India Trinamool Congress - AITC,29,Ranaghat(13),JAGANNATH SARKAR,782396,186899,West Bengal
2311,All India Trinamool Congress - AITC,29,Bangaon(14),SHANTANU THAKUR,719505,73693,West Bengal
2312,All India Trinamool Congress - AITC,29,Tamluk(30),ABHIJIT GANGOPADHYAY,765584,77733,West Bengal
2313,All India Trinamool Congress - AITC,29,Kanthi(31),ADHIKARI SOUMENDU,763195,47764,West Bengal
2314,All India Trinamool Congress - AITC,29,Purulia(35),JYOTIRMAY SINGH MAHATO,578489,17079,West Bengal
2315,All India Trinamool Congress - AITC,29,Bishnupur(37),KHAN SAUMITRA,680130,5567,West Bengal
2316,All India Trinamool Congress - AITC,29,Maldaha Dakshin(8),ISHA KHAN CHOUDHURY,572395,128368,West Bengal
2317,Bharatiya Janata Party - BJP,12,Coochbehar(1),JAGADISH CHANDRA BARMA BASUNIA,788375,39250,West Bengal
2318,Bharatiya Janata Party - BJP,12,Jangipur(9),KHALILUR RAHAMAN,544427,116637,West Bengal
2319,Bharatiya Janata Party - BJP,12,Baharampur(10),PATHAN YUSUF,524516,85022,West Bengal
2320,Bharatiya Janata Party - BJP,12,Murshidabad(11),ABU TAHER KHAN,682442,164215,West Bengal
2321,Bharatiya Janata Party - BJP,12,Krishnanagar(12),MAHUA MOITRA,628789,56705,West Bengal
2322,Bharatiya Janata Party - BJP,12,Barrackpur(15),PARTHA BHOWMICK,520231,64438,West Bengal
2323,Bharatiya Janata Party - BJP,12,Dum dum(16),SOUGATA RAY,528579,70660,West Bengal
2324,Bharatiya Janata Party - BJP,12,Barasat(17),KAKOLI GHOSH DASTIDAR,692010,114189,West Bengal
2325,Bharatiya Janata Party - BJP,12,Basirhat(18),SK NURUL ISLAM,803762,333547,West Bengal
2326,Bharatiya Janata Party - BJP,12,Joynagar(19),PRATIMA MONDAL,894312,470219,West Bengal
